tidak_baku,kata_baku;
nyambi,sambil;
duit,uang;
lgsg,langsung;
komplen,lapor;
lom,belum;
maw,mau;
fess,festival;
nunut,numpang;
sambat,ngeluh;
bgtttt,begitu;
mba,mbak;
gacocok,tidak;
lelet,lambat;
cui,hai;
intern,magang;
masmba ,kakak;
power,kuat;
sad,sedih;
pleaseeee,tolong;
whole,siapa;
fahutan,fakultas;
timeline,batas;
linjurlinfak,pindah;
gaes,teman ;
bootcamp,latihan;
launching,terbaru;
akeh,banyak;
tenan,tentu;
sadness,sedih;
gws,semoga;
collab,kolaborasi;
muak,lelah;
ty,terimakasi;
wishlist,harapan;
moms,ibu;
braw,hai;
linjur,pindah;
ez,gampang;
klian,kalian;
crita,cerita;
skalie,sekali;
huhuu,sedih;
au,tau;
log,catatan;
book,buku;
sd,sampai;
nothing,tidak;
talk,bicara;
prs,siap;
beres,siap;
kaga,tidak;
cape,lelah;
jjr,anjir;
fell,merasa;
narsum,narasumber;
syulitttt,sulit;
onboarding,mulai;
traffic,jalur;
jan,jangan;
mutual,teman ;
home,rumah;
participation,partisipasi;
university,universitas;
can,bisa;
someone,seseorang;
explain,jelaskan;
cacellation,batal;
pioneer,pion;
paja,pajak;
include,termasuk;
dlnya,batas;
nangisin,nangis;
overdue,terlambat;
gue,saya;
gw,saya;
kbtln,kebetulan;
tmn,teman ;
urgent,penting;
growth,tumbuh;
muaq,lelah;
bejibun,banyak;
gangotak,gila;
stric,ketat;
musingin,pusing;
anjingggggg,anjing;
startup,kantor;
sy,saya;
sma,sama;
klub,kelompok;
cpt,cepat;
amazed,takjub;
support,dukung;
iyh,iya;
mewuujudkan,wujud;
ummat,umat;
gegara,karena;
ama,sama;
gasss,ayo;
gas,ayo;
join,gabung;
nonaktif,tidak;
sila,silahkan;
saiki,ini;
sya,saya;
bestie,teman ;
dadi,jadi;
awak,kamu;
ready,siap;
praying,berdoa;
fass,fastival;
dkk,kawan;
blundernya,blunder;
concern,khawatir;
bangeeeeeet,sangat;
tricks,cara;
war,perang;
ghosting,pergi;
mrah,murah;
chat,tanya;
dah,sudah;
ku,saya;
treak,teriak;
tolah,liat;
toleh,liat;
helppp,bantu;
especiallyy,spesial;
pol,penuh;
tll,tolong;
regisnya,daftar;
lompok,kelompok;
ggal,gagal;
durung,belum;
telyu,beritau;
iki,ini;
slalu,selalu;
moots,rasa;
ngeproses,proses;
agk,agak;
aing,saya;
bs,bisa;
modol,bodoh;
dinotice,diberitahu;
experience,pengalaman;
location,lokasi;
joining,gabung;
encok,lelah;
mangats,semangat;
sia,percuma;
telek,jelek;
pala,kepala;
rekognisi,rekaman;
konvert,konversi;
gelem,sakit;
asiiiik,seru;
masi,masih;
gede,besar;
gaikut,tidak ikut;
katane,katanya;
udah,sudah;
bener,benar;
kakk,kakak;
nanya,bertanya;
alam,alam;
lelah,lelah;
dosen,dosen;
sempet,sempat;
dapet,dapat;
bingung,bingung;
gitu,seperti itu;
kali,mungkin;
temen,teman;
gin,gini;
opini,pendapat;
alhamdulillah,syukur;
sepert,seperti;
tidak,tidak;
suka,suka;
tuju,tujuan;
gimana,bagaimana;
suruh,suruh;
yaa,ya;
pilih,pilih;
pikir,pikir;
tu,itu;
budaya,budaya;
tri,coba;
nyesel,menyesal;
gabisa,tidak bisa;
terimakasi,terima kasih;
prodi,program studi;
capek,lelah;
ubah,ubah;
kaprodi,kepala program studi;
gara,karena;
kaya,seperti;
enak,enak;
gajelas,tidak jelas;
karna,karena;
makasih,terima kasih;
selese,selesai;
pkl,pukul;
surat,surat;
lingkung,lingkungan;
mikirin,pikir;
ngisi,mengisi;
skripsi,laporan;
ngurus,urus;
ituu,itu;
aamiin,semoga;
jelek,jelek;
studi,belajar;
bang,kak;
congrats,selamat;
ngapain,mengapa;
mumet,pusing;
tagih,menagih;
knp,kenapa;
terimakasih,terima kasih;
ngambil,ambil;
kmrn,kemarin;
kayak,seperti;
hope,harapan;
pptnya,presentasi;
liat,lihat;
kamarin,kemarin;
sampe,sampai;
kait,hubungan;
kasih,kasih;
temenku,teman;
kaka,kakak;
mesti,harus;
rakyat,rakyat;
baca,baca;
fasilitas,fasilitas;
kejar,mengejar;
tips,cara;
pandu,panduan;
silah,silahkan;
cek,lihat;
worth,sesuai;
student,siswa;
krna,karena;
batal,batal;
jodoh,jodoh;
agreement,setuju;
komunikasi,komunikasi;
plus,tambah;
undang,mengajak;
gausah,jangan;
gampang,gampang;
univ,kampus;
bal,balas;
infes,investasi;
puyeng,pusing;
maaf,maaf;
tawar,tawar;
praktisi,praktisi;
punten,silahkan;
sulit,sulit;
hasil,hasil;
anying,anjing;
sesal,menyesal;
laksana,laksanakan;
super,super;
debut,penampilan pertama;
analisis,analisis;
apaa,apa;
nyelesain,menyesal;
nerapin,menerapkan;
kek,seperti;
realistis,nyata;
bsip,bantuan;
asu,anjing;
red,merah;
tani,kamu;
ngulang,mengulang;
inget,ingat;
praktek,praktik;
sepakat,setuju;
yaaa,ya;
tanyatanya,bertanya;
nambah,menambah;
hidup,hidup;
santai,santai;
ntar,nanti;
pantau,lihat;
ngerti,paham;
gais,teman;
mampu,dapat;
total,total;
banding,dibandingkan;
gapaham,tidak paham;
gaa,tidak;
sebenernya,sebenarnya;
ajaa,aja;
ato,atau;
ngerjain,kerja;
perihal,hal;
nabung,menabung;
ttahun,tahun;
bole,boleh;
guru,guru;
ketuk,ketuk;
versi,versi;
wkwkwk,katawa;
upi,kampus;
kejam,kejam;
romusha,kerja paksa;
ngurusin,urus;
ngajar,mengajar;
sharing,berbagi;
gera,kamu;
galolos,tidak lolos;
nemu,ketemu;
sptnya,sepertinya;
panitia,panitia;
gasiap,tidak siap;
betull,betul;
heheh,ketawa;
wkkw,ketawa;
tobat,tobat;
goda,tergoda;
kterimaaa,terima;
upnsby,kampus;
gede,besar;
almet,almamater;
wirausaha,usaha;
itungannya,hitung;
bangeeet,sangat;
konsekuensi,akibat;
lumayan,cukup;
semangatt,semanagt;
berat,berat;
mkbm,mbkm;
fisika,fisika;
rezeki,rezeki;
gaada,tidak ada;
juliagustus,juli agustus;
tengah,tengah;
rejekinya,rezeki;
meninggoy,meninggal;
brpan,berapa;
dika,kamu;
anggap,menganggap;
ribettttt,susah;
ketimbang,dibandingkan;
good,baik;
luck,beruntung;
tak,tidak;
giur,pengaruh;
rekomen,rekomendasi;
fee,biaya;
dibarengin,bersama;
huhuhuhuhuhu,menangis;
sentuh,sentuh;
webinar,seminar;
owke,oke;
okeh,oke;
wlw,walau;
ok,oke;
gatau,tidak tahu;
makasihh,terima kasih;
auto,otomatis;
enggaaaa,tidak;
mngerti,mengerti;
filkom,kampus;
genjot,mengayuh;
ngab,kak;
lur,teman;
kontrol,kendali;
news,berita;
pupr,undang undang;
kemen,kemarin;
halal,halal;
us,kami;
jdlah,jadi;
please,tolong;
akmal,kamu;
menang,menang;
dips,kamu;
woiiii,woi;
hailahh,hai;
semangattt,semangat;
antioksidan,obat;
minum,minum;
buah,buah;
kulit,kulit;
pangan,pangan;
lldikti,dinas pendidikan;
bronze,medali;
ngajak,mengajak;
winner,menang;
implementasi,implementasi;
teknologi,teknologi;
flagship,unggul;
selesaiii,selesai;
kalen,kalian;
via,dengan;
curhat,curhat;
banggan,bangga;
ktnya,katanya;
hahahaha,ketawa;
gada,tidak ada;
ruwet,susah;
mahasiwi,mahasiswi;
fyi,informasi;
nderrr,teman;
pokoknyaaa,harus;
maha,kalian;
ngundurin,mengundurkan;
semangatin,semangat;
yok,ayo;
positif,posiif;
hamdalah,sudah;
aka,kak;
ongkos,biaya;
juni,juni;
huhu,menangis;
gaje,tidak jelas;
kang,kak;
teh,kak;
guys,teman;
neng,kak;
ajaaaa,aja;
hibah,hibah;
omong,ngomong;
kontrak,kontrak;
ra,rasa;
sempurna,sempurna;
kala,kalau;
rangkai,rangkai;
kemari,kemarin;
acau,aku;
paansi,apa;
frik,tidak jelas;
gaturun,tidak turun;
meresahkannn,resah;
ngurusi,urus;
garagara,karena;
cenah,tengah;
beneran,benar;
festival,festival;
benerrr,benar;
pusyinggg,pusing;
definisi,definis;
promosi,promosi;
ngikut,ikut;
hororr,seram;
chung,chung;
new,baru;
parno,trauma;
convert,konversi;
soft,mulus;
tetek,jelek;
bengek,bengek;
sii,sih;
kreatifitas,kreatif;
gantiin,ganti;
metode,metode;
alias,alias;
ajsgdadjgadakj,tidak jelas;
anjg,anjing;
tes,tes;
bogor,bogor;
senang,senang;
jancoo,jelek;
gabut,bosen;
serasa,rasa;
harap,harap;
sambut,sambut;
undiksha,kampus;
sihhh,sih;
diberitahu,tahu;
muluu,terus;
lokasi,lokasi;
lombok,lombok;
wib,waktu indonesia barat;
sial,sial;
hadeeee,lelah;
pbs,pbs;
ohh,oh;
bukaa,buka;
fkip,kampus;
embel,tambah;
ledak,meledak;
nyampe,sampai;
iklan,ilkan;
kaget,kaget;
who,siapa;
yaah,ya;
sudah,sudah;
gusti,tuhan;
ribetmah,repot;
derita,derita;
potensi,potensi;
pekan,pekan;
akhir,akhir;
maju,maju;
jaman,zaman;
blass,lolos;
bat,sangat;
ono,itu;
tumben,tumben;
daerah,daerah;
pesut,pesut;
lahh,kenapa;
eek,jelek;
gileee,gila;
gamau,tidak mau;
dikerjain,dikerjakan;
santuyy,santai;
lompok,kelompok;
mls,males;
palu,kepala kamu;
stpl,stpl;
benua,benua;
hhhhhh,hhh;
lintas,lintas;
annisa,anisa;
reksadana,investasi;
rangkap,rangkap;
mantap,mantap;
kpn,kapan;
pajak,pajak;
repot,repot;
dapat,dapat;
laa,lah;
siskad,aplikasi;
rancang,rancang;
unpak,unpak;
bangsatttttttttttt,bangsat;
dikonversiin,dikonversi;
lepas,lepas;
hadeh,lelah;
makas,markas;
anjirrrr,anjir;
seruuu,seru;
gasiii,tidak;
say,saya;
bkn,bukan;
kemanaa,kemana;
smngt,semangat;
nyerah,nyerah;
kli,semoga;
allaah,tuhan;
kekmana,seperti apa;
keluar,keluar;
benefit,manfaat;
caranyaaaa,cara;
tuhan,tuhan;
deng,dengan;
canda,canda;
lebih,lebih;
ampun,maaf;
beraaatt,berat;
tanyaa,bertanya;
iyaaa,iya;
hahaha,ketawa;
duluan,dulu;
peluang,peluang;
nanyananya,bertanya;
diajakin,ajak;
ketemu,temu;
gakbakal,tidak mungkin;
ilangin,hilang;
bikin,buat;
cerah,cerah;
mara,marah;
wae,hai;
adem,nyaman;
bodo,bodoh;
saat,saat;
kucing,kucing;
part,bagian;
mager,males;
mantapp,mantap;
sekip,berhenti;
wess,ayo;
ngelamar,melamar;
selamat,selamat;
kgk,tidak;
maranatha,perantara;
anjrit,jelek;
maf,maaf;
naro,taruh;
ngurusinnya,urus;
dah,sudah;
finally,akhirnya;
presentasi,presentasi;
yoalaah,tuhan;
merhatiin,perhatian;
abdi,abdi;
masyarakat,masyarakat;
maksud,maksud;
sender,mengirim;
bobrok,bohong;
enas,enas;
dengar,dengar;
never,tidak pernah;
ending,akhir;
ngurung,mengurung;
berkas,berrkas;
unw,kapus;
univeristas,universitas;
gue,saya;
islam,islam;
malang,malang;
umat,umat;
mewujutkan,mewujutkan;
regular,regular;
bantuin,bantu;
again,lagi;
eksperimen,pegalaman;
inisiasi,isisiasi;
ristek,penelitian teknologi;
stlh,setelah;
yogyakarta,yogyakarta;
apadaya,apa;
busuk,busuk;
ptk,ptk;
grade,kelas;
syaratin,syarat;
sinkronisasi,sinkron;
asa,menyerah;
dasar,dasar;
searching,pencarian;
chatgpt,aplikasi;
gapernah,tidak pernah;
quotes,kutipan;
lupa,lupa;
endingnya,akhir;
kepake,pakai;
semacem,jenis;
prokernya,program kerja;
jalanin,jalan;
rada,rada;
telat,terlambat;
nombok,menambahkan;
its,itu;
dipake,pakai;
step,langkah;
template,format;
bawa,membawa;
cant,tidak bisa;
relate,mengaitkan;
ngeluh,lelah;
ketidakcocokan,tidak sesuai;
adl,adalah;
batu,batu;
ranah,lingkup;
struktural,struktur;
ngomongin,berbicara;
hallo,halo;
penuhh,penuh;
sangadd,sangat;
kuesioner,survei;
nila,nilai;
juta,juta;
rupiah,rupiah;
balasa,balas;
letih,letih;
asah,asah;
goto,aplikasi;
situ,kamu;
bas,sangat;
dengki,dengki;
sayang,sayang;
semua,semua;
anjirrr,anjir;
kenan,berkenan;
tanyain,tanya;
jalin,jalin;
jugaa,juga;
bngtt,sangat;
nyuruh,suruh;
sby,surabaya;
dibatasin,batas;
pent,ingin;
sedia,tersedia;
hahah,ketawa;
ke,ke;
jdnya,jadi;
aga,seperti;
messed,kacau;
final,final;
projectnya,tugas;
upah,gaji;
tepat,tepat;
kurang,kurang;
takutin,takut;
sobat,teman;
informasi,informasi;
baru,baru;
dapetin,dapat;
nyangka,duga;
dilaporin,lapor;
alumni,alumni;
hayukkk,ayo;
pulsa,pulsa;
istimewa,istimewa;
lihat,lihat;
explor,jelajah;
disiplin,disiplin;
seniman,seni;
hadehhh,iya;
here,disana;
hny,hanya;
jiwoong,jiwa;
ngambis,ambisius;
kabarin,kabar;
efektif,efektif;
life,hidup;
lets,ayo;
vaksin,vaksin;
kwkw,katawa;
prnh,pernah;
kyk,seperti;
lgi,lagi;
nugas,tugas;
ganti,ganti;
manggilnya,memanggil;
ky,seperti;
dl,dulu;
bbrp,berapa;
saya,saya;
tahu,tahu;
sakti,sakti;
asik,seru;
umur,umur;
prpoosal,laporan;
hrs,harus;
kefirikan,pikir;
ortu,orang tua;
umrah,berdoa;
nikah,menikah;
sampah,sampah;
upaya,usaha;
luas,luas;
kompetisi,kompetisi;
besar,besar;
senjang,senjang;
anggar,biaya;
gratis,gratis;
privilese,hak istimewa;
gelintir,gelintir;
golong,kelompok;
sbm,sbmptn;
engga,tidak;
tara,tara;
permata,permata;
ingin,ingin;
wkkwkw,ketawa;
tambah,menambah;
gaiiss,teman;
adaa,ada;
nanyaa,bertanya;
doong,iya;
min,kak;
bem,organisasi mahasiswa;
aktif,aktif;
bangeeeet,sangat;
boleeh,boleh;
bnrn,benar;
nikmatin,menikmati;
turn,berbelok;
better,lebih baik;
than,dibandingkan;
mine,berpiikir;
and,dan;
little,kecil;
regret,menyesal;
possible,mungkin;
yeah,ya;
gaaa,tidak;
survey,survei;
ngomong,mengata;
lari,lari;
entar,sebentar;
serang,serang;
puja,sembah;
riilll,nyata;
bro,kak;
brp,berapa;
gajinye,gaji;
ngasih,memberi;
timingnya,waktu;
huaaaaa,huaaaaa;
bgttt,sangat;
happen,terjadi;
umpat,sembunyi;
pov,sudut pandang;
spt,seperti;
areng,arang;
tmnku,teman saya;
random,acak;
terkadang,kadang;
manajemen,mengelola;
psdm,psdm;
thingy,benda;
nal,nal;
awardee,awardee;
rafael,rafael;
arfah,arfah;
gpa,indeks prestasi;
skor,nilai;
ielts,belajar;
briefing,mengarahkan;
diskursus,kursus;
flagnya,bendera;
civitasalumni,masyarakat alumni;
brand,produk;
image,citra;
ormawa,organisasi mahasiswa;
upgrade,meningkatkan;
segi,segi;
valuable,berharga;
rb,ribu;
strata,tingkat;
sarjana,sarjana;
minim,kurang;
bengkalai,terbengkalai;
summer,musim panas;
fresh,segar;
conference,pertemuan;
ikutttt,ikut;
or,atau;
april,april;
doswal,dosen wali;
pdb,pdb;
dibandingin,dibandingkan;
mas,kak;
opportunity,penghargaan;
lingkup,lingkup;
international,internasional;
relasi,hubungan;
lomba,lomba;
mayoritasin,mayoritas;
graduate,lulus;
frustasi,menyerah;
eksploitasi,eksploitasi;
cust,ayo;
survei,survei;
panglong,panglong;
standing,berdiri;
ngeperbaikin,perbaiki;
cat,cat;
akrilik,akrilik;
ngerubah,ubah;
marketing,pemasaran;
konteennnnn,konten;
gform,formulir;
tetekbengeknya,jelek;
logbook,buku harian;
cpmk,lelah;
kedok,tuli;
chaos,kacau;
sedanvkan,sedangkan;
seriussssss,serius;
bri,bri;
formalitas,formal;
cetak,cetak;
tabung,tabung;
conection,koneksi;
noh,noh;
pinfingerprint,sidik jari;
sen,sen;
jiwa,jiwa;
konfirmasi,konfirmasi;
batin,batin;
temanteman,teman teman;
instagram,instagram;
klik,tekan;
link,jalur;
note,catat;
binter,pintar;
bpsi,bpsi;
ajak,ajak;
ramah,ramah;
psikologi,psikologi;
ngak,tidak;
mengakomodir,akomodasi;
lebur,lembur;
bangun,bangun;
libur,libur;
karya,karya;
bahan,bahan;
metodologi,metodologi;
kimia,kimia;
tanah,tanah;
seri,seri;
hah,hah;
aq,aku;
ak,aku;
ap,apa;
mantep,mantap;
user,pengguna;
nyaman,nyaman;
boomer,terkenal;
video,video;
send,kirim;
kagak,tidak;
ngelag,lambat;
lag,lambat;
proker,program kerja;
no,tidak;
club,kelompok;
sdh,sudah;
banget,sangat;
transfer,kirim;
wong,orang;
bgst,bangsat;
all,semua;
hbs,habis;
grgr ,gara gara;
gr ,gara;
staf,pegawai;
guiz,teman;
mslah,masalah;
iye,iya;
bnyak,banyak;
deadline,batas waktu;
sudahi,sudah;
keknya,sepertinya;
sbg,sebagai;
pen,ingin;
gajuga,tidak juga;
gakusah,tidak usah;
ga,tidak;
gak,tidak;
otw,ayo;
sans,santai;
uda,sudah;
udah,sudah;
terimakasi,terima kasih;
minggat,pindah;
minggatnya,pindahnya;
galama,tidak lama;
mhsw,mahasiswa;
pengen,ingin;
yaallah,tuhan;
magangnya,magang;
ketolong,bantu;
gatau,tidak tahu;
smgt,semangat;
kayaknya,sepertinya;
makasih,terima kasih;
makasi,terima kasih;
congrats,selamat;
nder,teman;
senderr,teman;
maba,mahasiswa baru;
ikutttt,ikut;
ugm,universitas;
bpsi,pemerintah;
irii,iri;
mka,maka;
bjir,anjir;
stress,gila;
jir,anjir;
jirr,anjir;
mlm,malam;
dgn,dengan;
kt,kita;
ngepos,posting;
bph,bapak;
bphnya,bapak;
gabanyak,tidak banyak;
berkata,kata;
ditunjukkin,tunjuk;
ditunjukin,tunjuk;
ditunjuk,tunjuk;
dpl,dosen pembimbing lapangan;
aj,saja;
kyknya,sepertinya;
kyk,seperti;
disni,disini;
haduh,waduh;
bad,buruk;
pdhal,padahal;
order,pesan;
klu,kalau;
ush,usah;
bnyak,banyak;
moga,semoga;
jls,jelas;
nyesal,sesal;
ksh,kasih;
bngt,sangat;
nungu,tunggu;
mendaptarkan,mendaftarkan;
account,akun;
acount,akun;
klik,pencet;
downlod,unduh;
msk,masuk;
download,unduh;
recomended,rekomendasi;
kismin,miskin;
verivikasi,verifikasi;
ngulangin,ulang;
verivikasinnya,verifikasi;
langsunh,langsung;
menunggu,nunggu;
nyangkut,sangkut;
pinjol,pinjaman online;
very,sangat;
nyusahin,susah;
delay,lambat;
jgn,jangan;
tny,tanya;
knp,kenapa;
ad,ada;
krna,karena;
bug,error;
sory,maaf;
say,bicara;
skali,sekali;
lag,lambat;
apk,aplikasi;
top,tinggi;
burik,buruk;
slow,lambat;
gn,gini;
mlh,malah;
uptodate,baru;
ganguan,gangguan;
smpai,sampai;
bertransaksi,transaksi;
dikembalikan,kembali;
ngumpulin,kumpul;
ampe,sampai;
mingu,minggu;
bgini,begini;
sat,saat;
buy,beli;
sel,jual;
merugugikan,rugi;
semingu,seminggu;
ngerti,paham;
kgk,tidak;
kasi,beri;
ntar,nanti;
pmula,pemula;
moga,semoga;
lop,cinta;
love,cinta;
yu,kamu;
invest,investasi;
wokey,oke;
nice,bagus;
update,baru;
nemuin,temu;
temuin,temu;
simple,sederhana;
tgl,tinggal;
pakek,pakai;
overal,keseluruhan;
overall,keseluruhan;
ui,ui ux;
uiux,ui ux;
interface,ui ux;
klw,kalau;
bgs,bagus;
mantul,bagus;
matul,bagus;
inves,investasi;
tdi,tadi;
stlah,setelah;
aktip,aktif;
aktifitas,aktivitas;
Apotik,Apotek;
apotik,Apotek;
analisa,analisis;
azas,asas;
Azas,asas;
atlit,Atlet;
Atlit,Atlet;
Antri,antre ;
antri,antre ;
Atmosfir,Atmosfer;
atmosfir,Atmosfer;
Erobik,Aerobic;
erobik,Aerobic;
ahir,akhir;
Ahir,akhir;
antar-instansi,antarinstansi;
Antar-instansi,antarinstansi;
Baud,Baut;
baud,Baut;
Bis,Bus;
bis,Bus;
Berfikir,berpikir ;
berfikir,berpikir ;
Cabe,Cabai;
cabe,Cabai;
Cinderamata,Cenderamata;
cinderamata,Cenderamata;
Difinisi,definisi;
difinisi,definisi;
Disel,Diesel;
disel,disel;
Dipersilahkan,dipersilakan;
dipersilahkan,dipersilakan;
Dipindah,dipindahkan;
dipindah,dipindahkan;
Dollar,Dolar;
dollar,Dolar;
Daptar,Daftar;
daptar,Daftar;
Difinisi,Definisi;
difinisi,Definisi;
Depo,Depot;
depo,Depot;
Detil,detail;
detil,detail;
Diagnosa,Diagnosis;
diagnosa,diagnosis ;
Differensial,diferensial;
differensial,diferensial;
Dipersilahkan,dipersilakan;
dipersilahkan,dipersilakan;
Disyahkan,disahkan;
disyahkan,disahkan;
Eksport,Ekspor;
eksport,ekspor;
Ekstrim,ekstrem;
ekstrim,ekstrem;
Ekwivalen,ekuivalen;
ekwivalen,ekuivalen;
Hembus,embus;
hembus,embus;
esei,esai;
Pebruari,Februari;
pebruari,Februari;
Phiologi,Fiologi ;
phiologi,Fiologi ;
Filem,Film;
filem,Film;
Phisik,fisik;
phisik,fisik;
Photo,Foto;
Photo,Foto;
frekwensi,Frekuensi;
Frekwensi,Frekuensi;
Hapal,hafal;
hapal,hafal;
Hakekat,Hakikat;
hakekat,Hakikat;
Hirarki,Hierarki;
Hipotesa,Hipotesis;
Ijasah,Ijazah;
Ihlas,Ikhlas;
Himbau,Imbau;
Ilmiawan,Ilmuwan;
Import,Impor;
Insyaf,Insaf;
Hisap,Isap;
Isteri,Istri;
Ijin,Izin;
Jadual,Jadwal;
Jenasah,Jenazah;
Jendral,Jenderal;
Kaedah,Kaidah;
Karir,Karier;
Khutbah,Khotbah;
Komplek,Kompleks;
Kondite,Konduite;
konperensi,Konferesi;
Konkrit,Konkret;
Konsepsionil,Konsepsional;
Koordinir,Koordinasi;
Kwalitas,Kualitas;
Kwantitas,Kuantitas;
Kwitansi,Kuitansi;
Lobang,Lubang;
Managemen,Manajemen;
Manager,Manajer;
Memproklamirkan,Memproklamasikan;
Menyolok,Mencolok;
Mendifinisikan,Mendefinisikan;
Menterapkan,Menerapkan;
Menterjemahkan,Menerjemahkan;
Melola,Mengelola;
Mengenyampingkan,Mengesampingkan;
Mengeritik,Mengkritik;
Mengobah,Mengubah;
merubah,Mengubah;
Mensukseskan,Menyukseskan;
Musti,Mesti;
Metoda,Metode;
Motip,Motif;
Motifasi,Motivasi;
nara sumber,Narasumber;
Nasehat,Nasihat;
Nopember,November;
obyek,Objek ;
obyektif,Objektif ;
On,Ons;
Perletakan,Peletakan;
Penasehat,Penasihat;
Prosentase,Persentase;
Pertanggung-jawab,Pertanggungjawaban;
Problimatik,Problematic;
Produktifitas,Produktivitas;
Psikotest,Psikotes;
Rejeki,Rezeki;
Resiko,Risiko;
Rubuh,Roboh;
Seksama,Saksama;
Sekertaris,Sekretaris;
Mumpung,Selagi;
Silahkan,Silakan;
Sintesa,Sintesis;
Sistimatis,Sistematis;
Sistim,Sistem;
Spesis,Spesies;
Spiritual,Spiritual;
Standarisasi,Standardisasi;
Setasiun,Stasiun;
Subyek,Subjek;
Subyektip,Subjektif;
Survai,Survei;
Sutra,Sutera;
Sukur,Syukur;
Tapsiran,Tafsiran;
Tarip,Tarif;
Tehnik,Teknik;
Terlanjur,Telanjur;
Terlantar,Telantar;
Terlentang,Telentang;
Tilpun,Telepon;
Teoritis,Teoretis;
Trampil,Terampil;
Team,Tim;
Tradisionil,Tradisional;
Trotoir,Trotoar;
Hutang,Utang;
Varitas,Varietas;
Wasallam,Wasalam;
Ujud,Wujud;
Jaman,Zaman;
Zone,Zona;
w,saya;
Akyu,saya;
Akuwh,saya;
Akku,saya;
aku,saya;
Nax,Anak;
Anx,Anak;
Naq,Anak;
Naggh,Anak;
Pa,Apa;
Ppa,Apa;
Ja,Aja;
Ajj,Aja;
Lom,Belum;
Lum,Belum;
Leh,Boleh;
Ru,Baru;
Wat,Buat;
Wad,Buat;
Bangedh,Banget;
Beud,Banget;
Beut,Banget;
Bokebb,porno;
Cw,Cewek;
Cwekz,Cewek;
Cwok,Cowok;
Cwokz,Cowok;
Cuekin,Cuxin;
Ckep,Cakep;
Ckepp,Cakep;
Ckeb,Cakep;
C8,Chat;
W,saya;
Gw,saya;
Q,saya;
aku,saya;
Yupz,Ya;
Iy,Ya;
Lupz,Ya;
Imoeth,Imut;
Imoetz,Imut;
Mutz,Imut;
Inich,Ini;
Iniyh,Ini;
Nc,Ini;
kakagg,Kakak;
Kamuh,Kamu;
Kamyu,Kamu;
Qmu,Kamu;
Kamuwh,Kamu;
Kammooh,Kamu;
qamue,Kamu;
Khuzuz,Khusus;
Klianz,Kalian;
Nal,Kenal;
Soalnya,Karena;
Coz,Karena;
Cz,Karena;
Kaluw,Karena;
Klw,Karena;
Low,Karena;
Krenz,Keren;
Krent,Keren;
Krang,Kurang;
Kangedh,Kangen;
Kangeunnd,Kangen;
Love,Cinta;
Luph,Cinta;
Luff,Cinta;
